Symbol,Name,Sector,Industry,Full_Time_Employees,Total_ESG_Risk_score,Environment_Risk_Score,Governance_Risk_Score,Social_Risk_Score,Controversy_Level,Controversy_Score,ESG_Risk_Percentile,ESG_Risk_Level,Controversy_Level_Score,ESG_Cluster,PCA1,PCA2
JBHT,Jb Hunt Transport Services Inc,Industrials,Integrated Freight & Logistics,34718.0,14.8,3.3,5.0,6.6,Low Controversy Level,1.0,11.0,Low,1.0,0,-1.5895876101487652,-0.5340264452625701
J,Jacobs Solutions Inc.,Industrials,Engineering & Construction,60000.0,22.4,5.3,5.6,11.5,Significant Controversy Level,3.0,34.0,Medium,3.0,1,0.8241951643730139,0.698800214470731
IRM,Iron Mountain Inc.,Real Estate,REIT - Specialty,27000.0,14.5,5.0,5.8,3.7,Moderate Controversy Level,2.0,10.0,Low,2.0,0,-1.2399747663057974,-0.09154452188622952
IQV,Iqvia Holdings Inc.,Healthcare,Diagnostics & Research,87000.0,19.1,1.3,7.2,10.6,Moderate Controversy Level,2.0,25.0,Low,2.0,3,0.35476139402639173,-0.7308777531255388
IVZ,Invesco Ltd,Financial Services,Asset Management,8527.0,22.8,0.7,11.0,11.0,Moderate Controversy Level,2.0,39.0,Medium,2.0,3,1.3015205128240013,-1.6180993159200954
ISRG,Intuitive Surgical Inc.,Healthcare,Medical Instruments & Supplies,13676.0,21.1,3.7,7.8,9.6,Low Controversy Level,1.0,32.0,Medium,1.0,3,-0.4095459634195452,-0.9703049420165443
INTU,Intuit Inc,Technology,Software - Application,18200.0,16.4,1.0,4.7,10.7,Moderate Controversy Level,2.0,15.0,Low,2.0,0,-0.1973040468871991,-0.24177894821943505
IP,International Paper Co.,Consumer Cyclical,Packaging & Containers,39000.0,24.5,15.1,4.8,4.5,Significant Controversy Level,3.0,47.0,Medium,3.0,2,-0.6968515217578116,2.1420538459812843
IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,21500.0,22.7,10.5,6.6,5.6,Significant Controversy Level,3.0,39.0,Medium,3.0,2,-0.05162037991460052,1.0901556701429982
IBM,International Business Machines Corporation,Technology,Information Technology Services,282200.0,14.1,1.8,6.1,6.2,Moderate Controversy Level,2.0,9.0,Low,2.0,0,-0.695716438382419,-0.5640562907895355
ICE,Intercontinental Exchange Inc.,Financial Services,Financial Data & Stock Exchanges,13226.0,19.8,1.7,8.8,9.3,Low Controversy Level,1.0,27.0,Low,1.0,3,-0.21983784483132351,-1.499330508283045
INTC,Intel Corp,Technology,Semiconductors,130700.0,18.9,4.9,6.6,7.3,Significant Controversy Level,3.0,24.0,Low,3.0,0,0.2973735424843647,0.2875167631214773
INCY,Incyte Genomics Inc,Healthcare,Biotechnology,2524.0,24.8,1.1,7.4,16.3,Low Controversy Level,1.0,48.0,Medium,1.0,3,0.7287233714218079,-1.0647000251454997
ILMN,Illumina Inc,Healthcare,Diagnostics & Research,10590.0,18.6,0.1,6.9,11.6,Significant Controversy Level,3.0,23.0,Low,3.0,1,1.1787803259082814,-0.37136784539392365
ITW,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,45000.0,25.3,7.0,6.5,11.8,Moderate Controversy Level,2.0,50.0,Medium,2.0,2,0.3686623026662627,0.3307674107467182
IDXX,Idexx Laboratories Inc,Healthcare,Diagnostics & Research,11000.0,18.7,2.6,8.9,7.1,Low Controversy Level,1.0,23.0,Low,1.0,3,-0.6011199524340881,-1.4545770475706397
HBAN,Huntington Bancshares Inc,Financial Services,Banks - Regional,19719.0,21.8,2.0,8.7,11.2,Moderate Controversy Level,2.0,35.0,Medium,2.0,3,0.8013463152014108,-0.9230776478404675
HUM,Humana Inc.,Healthcare,Healthcare Plans,67600.0,22.5,0.0,5.7,16.7,Moderate Controversy Level,2.0,38.0,Medium,2.0,1,1.1230701160366465,-0.4116628559858802
HPQ,Hp Inc.,Technology,Computer Hardware,58000.0,11.3,0.1,6.1,5.1,Moderate Controversy Level,2.0,4.0,Low,2.0,0,-0.8817276905993834,-0.8605298415170185
HST,"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,163.0,13.4,3.3,5.5,4.6,Low Controversy Level,1.0,7.0,Low,1.0,0,-1.8364282077367007,-0.7057501443067207
HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,20000.0,30.0,13.3,6.0,10.7,Significant Controversy Level,3.0,69.0,Medium,3.0,2,0.7114264053561918,1.8135621685385055
HON,"Honeywell International, Inc.",Industrials,Conglomerates,95000.0,28.6,11.0,7.0,10.6,Significant Controversy Level,3.0,64.0,Medium,3.0,2,0.9395094180725518,1.2450980164420977
HD,"Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,465000.0,12.6,3.3,3.8,5.6,Moderate Controversy Level,2.0,6.0,Low,2.0,0,-1.3419124019241915,0.1354702361942054
HOLX,Hologic Inc,Healthcare,Medical Instruments & Supplies,6990.0,25.0,4.6,8.4,12.1,Low Controversy Level,1.0,49.0,Medium,1.0,3,0.17273828821900533,-0.8783104872742524
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,178000.0,17.6,6.1,4.4,7.0,Moderate Controversy Level,2.0,19.0,Low,2.0,0,-0.9725595206387466,0.48268928410486167
HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,62000.0,10.7,0.9,5.6,4.1,Moderate Controversy Level,2.0,3.0,Low,2.0,0,-1.1828426057380492,-0.6642504473616679
HES,Hess Corporation,Energy,Oil & Gas E&P,1756.0,33.1,18.9,7.0,7.2,Moderate Controversy Level,2.0,79.0,High,2.0,2,-0.43687440333445676,1.8977412028154579
HSIC,Henry Schein Inc,Healthcare,Medical Distribution,25000.0,13.9,2.0,6.3,5.7,Moderate Controversy Level,2.0,9.0,Low,2.0,0,-0.7417509131110775,-0.592291484281972
HCA,"Hca Healthcare, Inc.",Healthcare,Medical Care Facilities,220000.0,28.8,3.9,7.2,17.7,Significant Controversy Level,3.0,64.0,Medium,3.0,1,2.3210618967803347,0.3465194475168155
HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,5502.0,7.1,0.0,4.2,2.9,Moderate Controversy Level,2.0,1.0,Negligible,2.0,0,-1.7134316352621077,-0.5435814488334193
HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,49000.0,25.6,9.8,6.9,8.9,Moderate Controversy Level,2.0,52.0,Medium,2.0,2,-0.0846031262413539,0.5800013211589765
GS,Goldman Sachs Group Inc.,Financial Services,Capital Markets,44400.0,25.5,0.9,11.8,12.8,Moderate Controversy Level,2.0,51.0,Medium,2.0,3,1.808368768317802,-1.6988008501389493
GL,Globe Life Inc.,Financial Services,Insurance - Life,3636.0,20.4,1.6,10.5,8.3,Moderate Controversy Level,2.0,29.0,Medium,2.0,3,0.69253963354992,-1.4620531790285463
GPN,"Global Payments, Inc.",Industrials,Specialty Business Services,27000.0,20.9,3.7,6.5,10.7,Low Controversy Level,1.0,31.0,Medium,1.0,0,-0.5084572041685137,-0.6578166441440739
GILD,Gilead Sciences Inc,Healthcare,Drug Manufacturers - General,18000.0,23.0,1.0,7.6,14.3,Moderate Controversy Level,2.0,40.0,Medium,2.0,1,1.1170183593124174,-0.7410206810747074
GPC,Genuine Parts Company,Consumer Cyclical,Auto Parts,60000.0,13.7,4.7,3.8,5.2,Moderate Controversy Level,2.0,8.0,Low,2.0,0,-1.4246444386551667,0.3369469953864292
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,163000.0,28.5,9.8,7.2,11.5,High Controversy Level,4.0,63.0,Medium,4.0,1,1.8599374863927112,1.4949786903296627
GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,34000.0,21.1,8.3,4.1,8.7,Moderate Controversy Level,2.0,32.0,Medium,2.0,2,-0.750577468016088,0.9392130179823497
GE,General Electric Company,Industrials,Aerospace & Defense,125000.0,40.5,14.2,10.9,15.4,Significant Controversy Level,3.0,92.0,Severe,3.0,1,2.6756419599008034,1.062749982491598
GD,General Dynamics Corporation,Industrials,Aerospace & Defense,111600.0,35.2,9.4,6.9,18.9,Significant Controversy Level,3.0,84.0,High,3.0,1,2.4280382970695467,1.2924258312286283
GEN,Gen Digital Inc.,Technology,Software - Infrastructure,3400.0,16.9,3.3,5.4,8.2,Moderate Controversy Level,2.0,17.0,Low,2.0,0,-0.5058825214498757,-0.11991392348344454
IT,"Gartner, Inc.",Technology,Information Technology Services,20290.0,18.9,0.1,5.6,13.2,Low Controversy Level,1.0,24.0,Low,1.0,0,-0.23594754059978595,-0.9363615569815609
GRMN,Garmin Ltd,Technology,Scientific & Technical Instruments,19900.0,20.7,4.8,4.3,11.6,Low Controversy Level,1.0,30.0,Medium,1.0,0,-0.8577804289643185,0.008159814464731711
FCX,Freeport-Mcmoran Inc.,Basic Materials,Copper,27200.0,31.6,15.3,6.4,10.0,High Controversy Level,4.0,74.0,High,4.0,2,1.364663036941877,2.459006674959063
BEN,"Franklin Resources, Inc.",Financial Services,Asset Management,10100.0,18.3,1.1,7.3,9.9,Moderate Controversy Level,2.0,22.0,Low,2.0,3,0.25269151020228886,-0.8056767790595925
FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,18000.0,34.8,16.1,4.7,14.0,Low Controversy Level,1.0,83.0,High,1.0,2,-0.4171211477372401,1.733225219019658
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,13522.0,18.9,2.5,6.4,10.0,Low Controversy Level,1.0,24.0,Low,1.0,0,-0.648839242164577,-0.8433207128549703
F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,177000.0,22.4,7.4,8.5,6.4,Significant Controversy Level,3.0,37.0,Medium,3.0,2,0.5510917019960285,0.2370551108665251
FMC,Fmc Corporation,Basic Materials,Agricultural Inputs,6200.0,30.7,14.4,7.5,8.9,Low Controversy Level,1.0,72.0,High,1.0,2,-0.6847039122420762,0.7104042954558365
FI,"Fiserv, Inc.",Technology,Information Technology Services,42000.0,19.6,4.1,6.8,8.7,Moderate Controversy Level,2.0,27.0,Low,2.0,0,-0.10100613919192372,-0.2787847786848605
FE,Firstenergy Corp.,Utilities,Utilities - Regulated Electric,12042.0,25.6,10.8,5.8,9.0,Significant Controversy Level,3.0,51.0,Medium,3.0,2,0.3772127839982117,1.4174246934330406
FITB,Fifth Third Bancorp,Financial Services,Banks - Regional,18657.0,16.8,1.2,7.5,8.1,Moderate Controversy Level,2.0,17.0,Low,2.0,0,-0.027450264642857183,-0.8917226077094383
FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,60000.0,17.5,4.1,5.2,8.2,Low Controversy Level,1.0,19.0,Low,1.0,0,-1.260727486257115,-0.40168122341085133
FDX,Fedex Corporation,Industrials,Integrated Freight & Logistics,328000.0,19.7,5.7,5.6,8.4,Moderate Controversy Level,2.0,27.0,Low,2.0,0,-0.4419077511585097,0.2118766569698639
FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,297.0,12.4,2.3,5.8,4.3,Low Controversy Level,1.0,4.0,Low,1.0,0,-1.8144627764205186,-0.9326206804223609
FAST,Fastenal Co,Industrials,Industrial Distribution,20935.0,24.7,9.3,7.1,8.3,Moderate Controversy Level,2.0,48.0,Medium,2.0,2,-0.14346890902971504,0.44122335882830727
FDS,Factset Research Systems,Financial Services,Financial Data & Stock Exchanges,12279.0,18.4,4.3,5.3,8.8,Low Controversy Level,1.0,22.0,Low,1.0,0,-1.130933413142742,-0.3726947688628417
FFIV,"F5, Inc.",Technology,Software - Infrastructure,6077.0,17.1,4.1,5.4,7.6,Low Controversy Level,1.0,18.0,Low,1.0,0,-1.3233321743421622,-0.4638344435337642
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,62000.0,41.6,23.1,8.5,10.0,Significant Controversy Level,3.0,93.0,Severe,3.0,2,1.084057992782362,2.760724687095535
EXR,"Extra Space Storage, Inc.",Real Estate,REIT - Industrial,7618.0,15.2,4.2,7.3,3.7,Low Controversy Level,1.0,12.0,Low,1.0,0,-1.5936405336583075,-0.9801387508071585
EXPD,"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,18403.0,16.6,4.2,4.8,7.6,Moderate Controversy Level,2.0,16.0,Low,2.0,0,-0.7583770981302915,0.1260351589222875
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,17100.0,27.6,4.3,10.1,13.3,Moderate Controversy Level,2.0,60.0,Medium,2.0,3,1.4840583891703192,-0.7997842004606348
EXC,Exelon Corporation,Utilities,Utilities - Regulated Electric,19962.0,22.9,7.4,6.4,9.1,Significant Controversy Level,3.0,39.0,Medium,3.0,2,0.558073009786742,0.7720112512516571
ES,Eversource Energy,Utilities,Utilities - Regulated Electric,10000.0,18.6,4.7,5.4,8.6,Moderate Controversy Level,2.0,23.0,Low,2.0,0,-0.44408835438034344,0.10770787368776871
EG,"Everest Group, Ltd.",Financial Services,Insurance - Reinsurance,2844.0,18.0,1.4,9.9,6.7,Low Controversy Level,1.0,20.0,Low,1.0,3,-0.4354598577956283,-1.864271156052104
ESS,"Essex Property Trust, Inc",Real Estate,REIT - Residential,1747.0,12.4,3.5,6.1,2.8,Low Controversy Level,1.0,6.0,Low,1.0,0,-2.025737834110518,-0.8615599077923566
EQR,Equity Residential,Real Estate,REIT - Residential,2400.0,11.9,3.0,6.1,2.9,Low Controversy Level,1.0,5.0,Low,1.0,0,-2.003933153338768,-0.9349165202527395
EQIX,"Equinix, Inc. Reit",Real Estate,REIT - Specialty,13354.0,13.9,3.4,5.1,5.3,Low Controversy Level,1.0,9.0,Low,1.0,0,-1.8022954900012607,-0.582459404356212
EFX,"Equifax, Incorporated",Industrials,Consulting Services,15000.0,23.2,0.1,6.8,16.3,Significant Controversy Level,3.0,41.0,Medium,3.0,1,2.004976790853596,-0.19649352644802465
EQT,Eqt Corp,Energy,Oil & Gas E&P,881.0,35.7,17.7,7.9,10.1,Low Controversy Level,1.0,85.0,High,1.0,2,-0.4010114519687781,1.1702562677181731
EOG,"Eog Resources, Inc.",Energy,Oil & Gas E&P,3050.0,34.2,20.2,7.3,6.7,Low Controversy Level,1.0,81.0,High,1.0,2,-1.1713122389003665,1.5698968922622631
ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric,12000.0,26.7,14.0,5.3,7.3,Moderate Controversy Level,2.0,56.0,Medium,2.0,2,-0.7713820564572005,1.5117146128555186
EMR,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,67000.0,28.4,8.8,6.6,13.1,Low Controversy Level,1.0,62.0,Medium,1.0,2,-0.09012044441052498,0.1809186194926766
LLY,Eli Lilly & Co.,Healthcare,Drug Manufacturers - General,43000.0,24.3,2.5,9.1,12.6,Moderate Controversy Level,2.0,46.0,Medium,2.0,3,1.1421081960862793,-0.8857879724468208
ELV,"Elevance Health, Inc.",Healthcare,Healthcare Plans,104900.0,11.4,0.1,5.3,6.0,Moderate Controversy Level,2.0,4.0,Low,2.0,0,-0.9022955703851456,-0.6609389072359724
EA,Electronic Arts Inc,Communication Services,Electronic Gaming & Multimedia,13700.0,13.3,0.1,4.7,8.4,Moderate Controversy Level,2.0,7.0,Low,2.0,0,-0.6060868532796226,-0.4548704683829917
EW,Edwards Lifesciences Corp,Healthcare,Medical Devices,19800.0,18.6,2.9,7.6,8.1,Low Controversy Level,1.0,23.0,Low,1.0,0,-0.720340311836132,-1.0993820341208893
EIX,Edison International,Utilities,Utilities - Regulated Electric,13003.0,27.5,11.0,5.1,11.4,Significant Controversy Level,3.0,59.0,Medium,3.0,2,0.6490309566023933,1.6754152499884591
ECL,"Ecolab, Inc.",Basic Materials,Specialty Chemicals,48000.0,19.9,8.5,5.3,6.1,Moderate Controversy Level,2.0,27.0,Low,2.0,0,-0.9470434038944123,0.6296248916017119
EBAY,Ebay Inc,Consumer Cyclical,Internet Retail,12300.0,17.6,2.7,7.2,7.7,Moderate Controversy Level,2.0,19.0,Low,2.0,0,-0.17961502958116965,-0.6111042376176572
ETN,"Eaton Corporation, Plcs",Industrials,Specialty Industrial Machinery,94000.0,17.9,5.5,5.7,6.8,Low Controversy Level,1.0,20.0,Low,1.0,0,-1.4096423658253914,-0.3392468657890413
DD,"Dupont De Nemours, Inc.",Basic Materials,Specialty Chemicals,24000.0,28.6,14.7,5.9,8.0,Significant Controversy Level,3.0,63.0,Medium,3.0,2,0.1902865503160908,1.9611441643604692
DUK,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,27037.0,27.0,11.5,4.8,10.7,Moderate Controversy Level,2.0,57.0,Medium,2.0,2,-0.25292607573494513,1.3460684173241177
DTE,Dte Energy Company,Utilities,Utilities - Regulated Electric,9608.0,29.8,15.0,4.7,10.0,Moderate Controversy Level,2.0,68.0,Medium,2.0,2,-0.42845382351985983,1.8808369253661337
DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,25000.0,25.9,8.0,5.4,12.5,Low Controversy Level,1.0,53.0,Medium,1.0,2,-0.46727263737820685,0.29397690330804804
D,"Dominion Energy, Inc",Utilities,Utilities - Regulated Electric,17700.0,26.4,11.9,5.6,8.8,Moderate Controversy Level,2.0,55.0,Medium,2.0,2,-0.4160070749371662,1.1750959793355402
DLTR,Dollar Tree Inc.,Consumer Defensive,Discount Stores,65894.0,20.1,3.3,4.0,12.8,Moderate Controversy Level,2.0,28.0,Medium,2.0,0,0.004613397045709862,0.3282311363664404
DG,Dollar General Corp.,Consumer Defensive,Discount Stores,185800.0,17.6,3.5,5.5,8.6,Moderate Controversy Level,2.0,19.0,Low,2.0,0,-0.41221999928562975,-0.09746372843018238
DFS,Discover Financial Services,Financial Services,Credit Services,21100.0,22.5,0.1,10.5,11.9,Moderate Controversy Level,2.0,38.0,Medium,2.0,3,1.3541242665422628,-1.5742747347463635
DXCM,"Dexcom, Inc.",Healthcare,Medical Devices,9500.0,24.0,5.3,8.1,10.6,Low Controversy Level,1.0,45.0,Medium,1.0,3,-0.17216775847030713,-0.7562411319359923
DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,1900.0,33.8,17.7,7.5,8.6,Moderate Controversy Level,2.0,80.0,High,2.0,2,-0.060505262058188375,1.6532345338833971
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,103000.0,30.3,9.9,5.8,14.6,Moderate Controversy Level,2.0,70.0,High,2.0,2,0.6925534885685916,1.0156040942135172
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,83000.0,20.0,2.7,6.5,10.8,Moderate Controversy Level,2.0,28.0,Low,2.0,0,0.22015913346713056,-0.36088666971372524
DHR,Danaher Corporation,Healthcare,Diagnostics & Research,61000.0,11.9,1.4,5.3,5.2,Moderate Controversy Level,2.0,5.0,Low,2.0,0,-1.0565429279570375,-0.4878596154747948
DHI,D.R. Horton Inc.,Consumer Cyclical,Residential Construction,13450.0,21.0,8.7,5.7,6.7,Moderate Controversy Level,2.0,32.0,Medium,2.0,2,-0.7485643836320394,0.594794683691715
CVS,Cvs Health Corporation,Healthcare,Healthcare Plans,219000.0,22.0,0.0,6.2,15.8,Significant Controversy Level,3.0,36.0,Medium,3.0,1,1.778025800241617,-0.10052579871043223
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,75500.0,19.3,5.6,5.9,7.7,Moderate Controversy Level,2.0,25.0,Low,2.0,0,-0.4989354512766165,0.10985813783869047
CSX,Csx Corporation,Industrials,Railroads,23400.0,21.9,7.0,4.8,10.0,Moderate Controversy Level,2.0,36.0,Medium,2.0,2,-0.3457363563902122,0.6335688292226929
CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,894.0,36.1,20.3,7.5,8.3,Moderate Controversy Level,2.0,86.0,High,2.0,2,-0.13414489602614735,2.0418788041216107
COST,Costco Wholesale Corp,Consumer Defensive,Discount Stores,316000.0,23.3,6.5,5.6,11.2,Significant Controversy Level,3.0,41.0,Medium,3.0,1,0.7610244652357763,0.8728952065272257
CSGP,Costar Group Inc,Real Estate,Real Estate Services,6152.0,21.9,4.9,7.7,9.3,Low Controversy Level,1.0,36.0,Medium,1.0,0,-0.49561164493944904,-0.7749377291407141
GLW,Corning Incorporated,Technology,Electronic Components,49800.0,16.5,5.5,6.1,4.8,Moderate Controversy Level,2.0,16.0,Low,2.0,0,-0.9763051942287859,-0.04278701491536838
